1,23710340,8.418828,40.2499,23891061,8.686557,39.93939,24076830,8.950259,39.61606,24257660,8.926045,39.21082
4,23712539,-1.006911,50.74908,23894420,-0.6115391,50.86164,23937029,-0.516503,50.86707,24075619,-0.1949975,50.88232,24201561,-0.04737865,50.95827,24252811,-0.1263915,50.97667,24433619,-0.2307404,50.88276,24462141,-0.1647546,50.87621,24618619,-0.04738258,50.96227,24735410,-0.2157072,50.98818
4,23778891,2.916883,48.81781,23796840,2.894676,48.82202,23865100,2.8182,48.80273,23959119,2.713625,48.78472,24045061,2.632695,48.76941,24049330,2.627125,48.76887,24143600,2.536342,48.75188,24220949,2.466467,48.73906,24313820,2.388775,48.72518,24328150,2.376879,48.72375
0,23712221,3.055721,42.09174,23794590,3.061422,41.92023,23897170,3.067497,41.7076,23984410,3.071063,41.52519,24077039,3.076905,41.33092,24161180,3.081017,41.15554,24341971,3.091207,40.77865,24526830,3.098315,40.39347,24703551,3.107756,40.02579,24880170,3.115804,39.66159,25065051,3.125703,39.28334
0,23849080,-2.807678,42.79155,23854119,-2.818606,42.78344,24029020,-3.216535,42.5157,24031279,-3.220602,42.51175,24208980,-3.630881,42.24279
5,23770920,6.060151,48.45119,23772869,6.058585,48.45494,23951170,6.075242,48.78082,24025270,6.081346,48.91676,24139619,6.092357,49.12682,24289789,6.076898,49.39958,24324199,6.058666,49.45804,24497551,5.972922,49.74031,24558439,5.941586,49.84173,24677670,5.883563,50.02146,24819740,5.779303,50.20205,24857830,5.750934,50.24791,25096000,5.744136,50.53962,25376461,5.603645,50.74448
0,23712199,1.674357,43.65257,23897160,1.508694,43.50951,24077020,1.388652,43.60186
0,23770939,8.59249,46.60576,23951189,8.653271,46.21501
0,23756891,6.232023,45.88863,23794930,6.315196,45.8468,23802590,6.332898,45.83663,23996461,6.73241,45.60673,24009359,6.760728,45.59118,24173199,7.09152,45.39322,24273730,7.30765,45.28422,24354090,7.48426,45.20363,24538869,7.884197,45.01274,24715590,8.262309,44.82979,24896270,8.644711,44.64247
0,23710301,4.668782,44.18671,23805160,4.744136,44.04029,23891010,4.802267,43.92709,23985090,4.865695,43.80545,24076779,4.921471,43.69144,24164939,4.990233,43.59233,24257609,5.086408,43.52678,24344920,5.15881,43.47441,24434289,5.214415,43.4353
0,23734980,7.98,47.58324,23758520,8.028358,47.58623,23865051,8.208483,47.60427,23915189,8.28357,47.61042,23948250,8.329378,47.60946,24095561,8.478484,47.52102
0,23710270,3.213455,44.42522,23825141,3.340189,44.2645,23899010,3.425094,44.17476,23997029,3.525916,44.06578,24076770,3.608467,43.97697,24176930,3.712953,43.8637,24257609,3.795136,43.77425,24365010,3.901891,43.65739,24442391,3.974813,43.5783,24541170,4.072927,43.47557,24623119,4.157553,43.39693,24721340,4.187462,43.47047,24799939,4.105326,43.51021,24901631,4.024529,43.55101,24976561,3.973535,43.57634
0,23737490,-1.799414,45.9278,23849090,-1.925408,45.71226,23889000,-1.970889,45.63299,23918551,-2.002346,45.57627,24029020,-2.125139,45.36072,24099730,-2.203128,45.22157,24145391,-2.255205,45.13222,24200900,-2.315033,45.02368,24276881,-2.397575,44.87513,24392949,-2.521014,44.6511,24457840,-2.58745,44.5301,24573180,-2.712467,44.30133,24642699,-2.785455,44.16438,24753301,-2.902458,43.94892,24823789,-2.855664,43.81781,24933660,-2.736754,43.6375,24996529,-2.675952,43.54684,25113939,-2.57381,43.39547,25177801,-2.52547,43.32294,25291279,-2.514137,43.20125,25362859,-2.618454,43.19134,25471539,-2.760835,43.24669
